date,product_id,warehouse_id,region,supplier_id,sales,stock_level,lead_time_days,reorder_point,promotion,holiday,is_weekend,unit_price,ordering_cost,holding_cost
2022-05-09,P001,WH001,North,S001,155,1532,7,1008,0,0,0,24.56,54.01,0.5
2022-05-09,P001,WH002,South,S001,134,844,8,921,0,0,0,23.8,48.61,0.5
2022-05-09,P001,WH003,East,S001,213,1579,7,1209,0,0,0,25.27,49.85,0.5
2022-05-09,P002,WH001,North,S001,106,975,5,480,0,0,0,45.26,47.11,0.9
2022-05-09,P002,WH002,South,S001,88,1225,6,460,0,0,0,44.37,49.83,0.9
2022-05-09,P002,WH003,East,S001,103,1460,5,576,0,0,0,44.15,53.05,0.9
2022-05-09,P003,WH001,North,S002,248,1891,4,960,0,0,0,12.02,52.01,0.5
2022-05-09,P003,WH002,South,S002,155,3130,6,1152,0,0,0,12.44,45.9,0.5
2022-05-09,P003,WH003,East,S002,335,4158,6,1728,0,0,0,12.4,46.04,0.5
2022-05-09,P004,WH001,North,S002,78,993,5,360,0,0,0,81.76,52.47,1.6
2022-05-09,P004,WH002,South,S002,69,742,8,460,0,0,0,83.3,47.61,1.6
2022-05-09,P004,WH003,East,S002,90,1250,6,518,0,0,0,76.2,49.27,1.6
2022-05-09,P005,WH001,North,S003,193,3028,5,900,0,0,0,18.01,50.52,0.5
2022-05-09,P005,WH002,South,S003,130,1071,5,720,0,0,0,17.91,47.73,0.5
2022-05-09,P005,WH003,East,S003,242,3570,7,1512,0,0,0,17.19,51.18,0.5
2022-05-09,P006,WH001,North,S003,106,1501,7,756,0,0,0,35.79,52.79,0.7
2022-05-09,P006,WH002,South,S003,78,1423,8,691,0,0,0,36.42,46.8,0.7
2022-05-09,P006,WH003,East,S003,123,2006,6,777,0,0,0,36.16,45.02,0.7
2022-05-09,P007,WH001,North,S004,241,3041,6,1296,0,0,0,21.7,51.66,0.5
2022-05-09,P007,WH002,South,S004,172,2281,4,691,0,0,0,21.34,49.82,0.5
2022-05-09,P007,WH003,East,S004,278,2067,5,1296,0,0,0,22.77,51.02,0.5
2022-05-09,P008,WH001,North,S004,49,485,6,324,0,0,0,91.3,54.19,1.9
2022-05-09,P008,WH002,South,S004,46,327,9,388,0,0,0,98.02,49.64,1.9
2022-05-09,P008,WH003,East,S004,67,1023,10,648,0,0,0,98.89,46.2,1.9
2022-05-09,P009,WH001,North,S005,146,2025,8,1056,0,0,0,28.49,50.44,0.56
2022-05-09,P009,WH002,South,S005,84,1367,8,844,0,0,0,27.83,47.57,0.56
2022-05-09,P009,WH003,East,S005,153,1651,6,950,0,0,0,27.67,53.52,0.56
2022-05-09,P010,WH001,North,S005,86,1031,8,720,0,0,0,53.01,46.15,1.1
2022-05-09,P010,WH002,South,S005,88,667,10,720,0,0,0,57.0,49.74,1.1
2022-05-09,P010,WH003,East,S005,107,1836,7,756,0,0,0,54.84,51.1,1.1
2022-05-10,P001,WH001,North,S001,136,2378,7,1008,0,0,0,24.21,51.26,0.5
2022-05-10,P001,WH002,South,S001,105,852,7,806,0,0,0,25.37,51.31,0.5
2022-05-10,P001,WH003,East,S001,154,2292,7,1209,0,0,0,25.27,45.57,0.5
2022-05-10,P002,WH001,North,S001,125,1542,8,768,0,0,0,47.16,53.5,0.9
2022-05-10,P002,WH002,South,S001,77,590,7,537,0,0,0,44.95,53.38,0.9
2022-05-10,P002,WH003,East,S001,113,1288,8,921,0,0,0,46.87,52.0,0.9
2022-05-10,P003,WH001,North,S002,233,2582,9,2160,0,0,0,11.42,45.46,0.5
2022-05-10,P003,WH002,South,S002,180,1758,6,1152,0,0,0,12.09,53.47,0.5
2022-05-10,P003,WH003,East,S002,262,4467,7,2016,0,0,0,12.03,53.68,0.5
2022-05-10,P004,WH001,North,S002,84,590,8,576,0,0,0,76.53,47.71,1.6
2022-05-10,P004,WH002,South,S002,58,973,7,403,0,0,0,77.9,50.97,1.6
2022-05-10,P004,WH003,East,S002,74,1475,6,518,0,0,0,76.21,53.47,1.6
2022-05-10,P005,WH001,North,S003,190,1441,7,1260,0,0,0,18.26,51.71,0.5
2022-05-10,P005,WH002,South,S003,164,1156,5,720,0,0,0,17.12,49.89,0.5
2022-05-10,P005,WH003,East,S003,215,1902,5,1080,0,0,0,17.21,52.67,0.5
2022-05-10,P006,WH001,North,S003,99,1169,8,864,0,0,0,35.37,49.77,0.7
2022-05-10,P006,WH002,South,S003,97,922,10,864,0,0,0,33.53,53.91,0.7
2022-05-10,P006,WH003,East,S003,161,1002,6,777,0,0,0,36.12,52.05,0.7
2022-05-10,P007,WH001,North,S004,213,2060,4,864,0,0,0,22.33,54.63,0.5
2022-05-10,P007,WH002,South,S004,191,2518,6,1036,0,0,0,21.73,47.85,0.5
2022-05-10,P007,WH003,East,S004,304,2750,7,1814,0,0,0,21.02,53.61,0.5
2022-05-10,P008,WH001,North,S004,65,791,5,270,0,0,0,93.17,54.01,1.9
2022-05-10,P008,WH002,South,S004,51,645,6,259,0,0,0,98.28,48.93,1.9
2022-05-10,P008,WH003,East,S004,62,787,5,324,0,0,0,95.2,49.5,1.9
2022-05-10,P009,WH001,North,S005,106,1189,8,1056,0,0,0,27.72,52.68,0.56
2022-05-10,P009,WH002,South,S005,141,1710,7,739,0,0,0,26.73,52.08,0.56
2022-05-10,P009,WH003,East,S005,176,2002,6,950,0,0,0,27.53,49.6,0.56
2022-05-10,P010,WH001,North,S005,81,745,8,720,0,0,0,53.86,45.27,1.1
2022-05-10,P010,WH002,South,S005,85,725,2,144,0,0,0,53.85,54.84,1.1
2022-05-10,P010,WH003,East,S005,101,1061,6,648,0,0,0,55.33,45.48,1.1
2022-05-11,P001,WH001,North,S001,142,1061,4,576,0,0,0,25.7,53.4,0.5
2022-05-11,P001,WH002,South,S001,119,1928,5,576,0,0,0,25.07,48.92,0.5
2022-05-11,P001,WH003,East,S001,207,2924,3,518,0,0,0,25.69,54.98,0.5
2022-05-11,P002,WH001,North,S001,99,1032,2,192,0,0,0,45.93,54.86,0.9
2022-05-11,P002,WH002,South,S001,78,952,6,460,0,0,0,45.1,54.84,0.9
2022-05-11,P002,WH003,East,S001,131,1972,6,691,0,0,0,46.03,54.45,0.9
2022-05-11,P003,WH001,North,S002,317,2998,9,2160,0,0,0,11.9,52.07,0.5
2022-05-11,P003,WH002,South,S002,183,1895,7,1344,0,0,0,12.48,53.36,0.5
2022-05-11,P003,WH003,East,S002,286,4743,7,2016,0,0,0,11.9,52.02,0.5
2022-05-11,P004,WH001,North,S002,63,856,10,720,0,0,0,77.29,53.87,1.6
2022-05-11,P004,WH002,South,S002,54,542,6,345,0,0,0,77.82,45.11,1.6
2022-05-11,P004,WH003,East,S002,89,1146,6,518,0,0,0,76.78,50.69,1.6
2022-05-11,P005,WH001,North,S003,177,1411,9,1620,0,0,0,17.68,47.96,0.5
2022-05-11,P005,WH002,South,S003,190,2101,7,1008,0,0,0,17.68,47.46,0.5
2022-05-11,P005,WH003,East,S003,200,3719,4,864,0,0,0,18.85,52.78,0.5
2022-05-11,P006,WH001,North,S003,103,1200,10,1080,0,0,0,34.71,49.89,0.7
2022-05-11,P006,WH002,South,S003,89,876,9,777,0,0,0,36.24,52.75,0.7
2022-05-11,P006,WH003,East,S003,166,998,5,648,0,0,0,33.41,50.29,0.7
2022-05-11,P007,WH001,North,S004,230,2206,6,1296,0,0,0,22.87,52.43,0.5
2022-05-11,P007,WH002,South,S004,192,2127,5,864,0,0,0,22.33,46.12,0.5
2022-05-11,P007,WH003,East,S004,285,4259,11,2851,0,0,0,23.08,50.21,0.5
2022-05-11,P008,WH001,North,S004,50,644,7,378,0,0,0,95.92,46.82,1.9
2022-05-11,P008,WH002,South,S004,43,353,10,432,0,0,0,91.02,49.69,1.9
2022-05-11,P008,WH003,East,S004,77,1086,8,518,0,0,0,95.31,46.49,1.9
2022-05-11,P009,WH001,North,S005,152,1772,7,924,0,0,0,27.82,46.46,0.56
2022-05-11,P009,WH002,South,S005,129,1664,9,950,0,0,0,29.26,46.81,0.56
2022-05-11,P009,WH003,East,S005,175,2299,8,1267,0,0,0,26.72,45.73,0.56
2022-05-11,P010,WH001,North,S005,78,1425,7,630,0,0,0,56.08,49.46,1.1
2022-05-11,P010,WH002,South,S005,64,695,9,648,0,0,0,56.63,48.42,1.1
2022-05-11,P010,WH003,East,S005,93,1665,8,864,0,0,0,56.1,45.55,1.1
2022-05-12,P001,WH001,North,S001,158,2112,7,1008,0,0,0,24.13,49.42,0.5
2022-05-12,P001,WH002,South,S001,119,915,9,1036,0,0,0,24.48,52.19,0.5
2022-05-12,P001,WH003,East,S001,143,2491,6,1036,0,0,0,23.75,53.86,0.5
2022-05-12,P002,WH001,North,S001,114,887,8,768,0,0,0,43.15,49.9,0.9
2022-05-12,P002,WH002,South,S001,87,632,7,537,0,0,0,46.22,53.16,0.9
2022-05-12,P002,WH003,East,S001,141,821,4,460,0,0,0,45.23,54.32,0.9
2022-05-12,P003,WH001,North,S002,301,3056,9,2160,0,0,0,12.13,53.57,0.5
2022-05-12,P003,WH002,South,S002,207,1706,8,1536,0,0,0,12.22,54.14,0.5
2022-05-12,P003,WH003,East,S002,300,2758,5,1440,0,0,0,12.37,51.3,0.5
2022-05-12,P004,WH001,North,S002,75,1083,8,576,0,0,0,81.47,54.17,1.6
2022-05-12,P004,WH002,South,S002,65,971,4,230,0,0,0,81.14,54.88,1.6
2022-05-12,P004,WH003,East,S002,89,833,7,604,0,0,0,77.08,54.53,1.6
2022-05-12,P005,WH001,North,S003,183,2356,4,720,0,0,0,17.63,51.04,0.5
2022-05-12,P005,WH002,South,S003,130,2052,2,288,0,0,0,17.79,51.63,0.5
2022-05-12,P005,WH003,East,S003,180,2074,4,864,0,0,0,18.34,49.58,0.5
2022-05-12,P006,WH001,North,S003,126,1176,8,864,0,0,0,33.27,52.65,0.7
2022-05-12,P006,WH002,South,S003,107,1160,6,518,0,0,0,35.51,49.74,0.7
2022-05-12,P006,WH003,East,S003,139,1966,8,1036,0,0,0,35.72,54.81,0.7
2022-05-12,P007,WH001,North,S004,215,2364,7,1512,0,0,0,22.65,50.65,0.5
2022-05-12,P007,WH002,South,S004,195,1707,6,1036,0,0,0,21.82,52.45,0.5
2022-05-12,P007,WH003,East,S004,321,2615,6,1555,0,0,0,22.04,45.97,0.5
2022-05-12,P008,WH001,North,S004,67,907,7,378,0,0,0,95.87,45.55,1.9
2022-05-12,P008,WH002,South,S004,46,535,7,302,0,0,0,93.9,46.62,1.9
2022-05-12,P008,WH003,East,S004,81,873,8,518,0,0,0,94.33,52.14,1.9
2022-05-12,P009,WH001,North,S005,128,1166,7,924,0,0,0,29.09,46.63,0.56
2022-05-12,P009,WH002,South,S005,109,1726,3,316,0,0,0,27.19,50.86,0.56
2022-05-12,P009,WH003,East,S005,176,1811,6,950,0,0,0,27.89,50.87,0.56
2022-05-12,P010,WH001,North,S005,80,1268,5,450,0,0,0,53.76,52.18,1.1
2022-05-12,P010,WH002,South,S005,80,1178,7,504,0,0,0,53.92,46.61,1.1
2022-05-12,P010,WH003,East,S005,110,780,7,756,0,0,0,54.05,53.71,1.1
2022-05-13,P001,WH001,North,S001,174,1514,6,864,0,0,0,25.29,53.92,0.5
2022-05-13,P001,WH002,South,S001,92,1117,7,806,0,0,0,24.87,51.24,0.5
2022-05-13,P001,WH003,East,S001,183,2125,8,1382,0,0,0,25.72,49.17,0.5
2022-05-13,P002,WH001,North,S001,82,1522,5,480,0,0,0,45.41,50.97,0.9
2022-05-13,P002,WH002,South,S001,96,787,8,614,0,0,0,46.4,45.34,0.9
2022-05-13,P002,WH003,East,S001,128,920,5,576,0,0,0,43.03,48.75,0.9
2022-05-13,P003,WH001,North,S002,321,2115,7,1680,0,0,0,12.52,48.72,0.5
2022-05-13,P003,WH002,South,S002,237,3149,6,1152,0,0,0,12.48,54.74,0.5
2022-05-13,P003,WH003,East,S002,311,4406,6,1728,0,0,0,11.42,53.37,0.5
2022-05-13,P004,WH001,North,S002,75,684,7,504,0,0,0,80.01,54.62,1.6
2022-05-13,P004,WH002,South,S002,69,461,6,345,0,0,0,79.01,49.17,1.6
2022-05-13,P004,WH003,East,S002,77,806,4,345,0,0,0,81.12,46.73,1.6
2022-05-13,P005,WH001,North,S003,191,1829,8,1440,0,0,0,18.59,46.59,0.5
2022-05-13,P005,WH002,South,S003,152,1453,7,1008,0,0,0,18.5,51.01,0.5
2022-05-13,P005,WH003,East,S003,289,3081,5,1080,0,0,0,17.4,54.61,0.5
2022-05-13,P006,WH001,North,S003,122,1299,10,1080,0,0,0,34.64,51.98,0.7
2022-05-13,P006,WH002,South,S003,91,1071,4,345,0,0,0,36.52,47.02,0.7
2022-05-13,P006,WH003,East,S003,130,1133,4,518,0,0,0,34.33,50.36,0.7
2022-05-13,P007,WH001,North,S004,187,1680,6,1296,0,0,0,22.31,52.79,0.5
2022-05-13,P007,WH002,South,S004,175,2739,6,1036,0,0,0,22.95,46.7,0.5
2022-05-13,P007,WH003,East,S004,205,3805,6,1555,0,0,0,21.72,53.77,0.5
2022-05-13,P008,WH001,North,S004,47,888,3,162,0,0,0,92.6,51.93,1.9
2022-05-13,P008,WH002,South,S004,42,425,5,216,0,0,0,96.51,47.3,1.9
2022-05-13,P008,WH003,East,S004,66,871,5,324,0,0,0,90.87,47.91,1.9
2022-05-13,P009,WH001,North,S005,148,1030,8,1056,0,0,0,27.38,48.91,0.56
2022-05-13,P009,WH002,South,S005,122,1263,12,1267,0,0,0,26.99,48.15,0.56
2022-05-13,P009,WH003,East,S005,179,2629,7,1108,0,0,0,28.67,45.59,0.56
2022-05-13,P010,WH001,North,S005,105,692,5,450,0,0,0,54.18,51.31,1.1
2022-05-13,P010,WH002,South,S005,81,778,7,504,0,0,0,52.9,50.26,1.1
2022-05-13,P010,WH003,East,S005,89,981,4,432,0,0,0,53.06,53.94,1.1
2022-05-14,P001,WH001,North,S001,165,2207,7,1008,0,0,1,26.06,47.77,0.5
2022-05-14,P001,WH002,South,S001,157,914,8,921,0,0,1,25.8,50.83,0.5
2022-05-14,P001,WH003,East,S001,251,1406,8,1382,0,0,1,25.71,45.48,0.5
2022-05-14,P002,WH001,North,S001,105,1420,6,576,0,0,1,45.39,53.49,0.9
2022-05-14,P002,WH002,South,S001,99,1046,10,768,0,0,1,44.7,53.13,0.9
2022-05-14,P002,WH003,East,S001,178,1885,8,921,0,0,1,45.32,54.32,0.9
2022-05-14,P003,WH001,North,S002,264,3064,10,2400,0,0,1,12.47,49.16,0.5
2022-05-14,P003,WH002,South,S002,272,2971,6,1152,0,0,1,12.27,53.24,0.5
2022-05-14,P003,WH003,East,S002,339,2388,9,2592,0,0,1,12.0,53.42,0.5
2022-05-14,P004,WH001,North,S002,93,1023,5,360,0,0,1,82.78,47.04,1.6
2022-05-14,P004,WH002,South,S002,78,690,5,288,0,0,1,79.05,52.32,1.6
2022-05-14,P004,WH003,East,S002,118,643,6,518,0,0,1,81.19,54.75,1.6
2022-05-14,P005,WH001,North,S003,273,1489,4,720,0,0,1,18.87,50.14,0.5
2022-05-14,P005,WH002,South,S003,193,1648,5,720,0,0,1,17.47,51.52,0.5
2022-05-14,P005,WH003,East,S003,277,1958,6,1296,0,0,1,18.14,51.36,0.5
2022-05-14,P006,WH001,North,S003,164,1303,9,972,0,0,1,36.4,45.17,0.7
2022-05-14,P006,WH002,South,S003,100,975,7,604,0,0,1,36.68,52.71,0.7
2022-05-14,P006,WH003,East,S003,153,1437,8,1036,0,0,1,35.55,49.6,0.7
2022-05-14,P007,WH001,North,S004,259,2151,4,864,0,0,1,21.13,52.65,0.5
2022-05-14,P007,WH002,South,S004,218,1415,7,1209,0,0,1,21.19,49.38,0.5
2022-05-14,P007,WH003,East,S004,371,4218,7,1814,0,0,1,22.38,52.56,0.5
2022-05-14,P008,WH001,North,S004,84,430,5,270,0,0,1,95.42,53.84,1.9
2022-05-14,P008,WH002,South,S004,60,676,6,259,0,0,1,90.83,53.16,1.9
2022-05-14,P008,WH003,East,S004,84,1043,6,388,0,0,1,94.43,49.58,1.9
2022-05-14,P009,WH001,North,S005,150,1817,5,660,0,0,1,29.23,47.43,0.56
2022-05-14,P009,WH002,South,S005,74,942,9,950,0,0,1,27.75,49.95,0.56
2022-05-14,P009,WH003,East,S005,195,1370,7,1108,0,0,1,28.11,45.47,0.56
2022-05-14,P010,WH001,North,S005,100,865,4,360,0,0,1,55.29,51.5,1.1
2022-05-14,P010,WH002,South,S005,88,1083,5,360,0,0,1,57.14,45.81,1.1
2022-05-14,P010,WH003,East,S005,141,927,7,756,0,0,1,55.79,54.94,1.1
2022-05-15,P001,WH001,North,S001,167,2382,7,1008,0,0,1,23.98,51.44,0.5
2022-05-15,P001,WH002,South,S001,168,1389,9,1036,0,0,1,25.08,48.07,0.5
2022-05-15,P001,WH003,East,S001,202,1723,7,1209,0,0,1,26.0,45.53,0.5
2022-05-15,P002,WH001,North,S001,128,1260,6,576,0,0,1,43.75,49.53,0.9
2022-05-15,P002,WH002,South,S001,99,727,7,537,0,0,1,45.88,46.75,0.9
2022-05-15,P002,WH003,East,S001,131,1267,3,345,0,0,1,46.22,53.52,0.9
2022-05-15,P003,WH001,North,S002,239,3979,8,1920,0,0,1,12.56,51.53,0.5
2022-05-15,P003,WH002,South,S002,271,2919,7,1344,0,0,1,12.56,48.37,0.5
2022-05-15,P003,WH003,East,S002,351,3921,7,2016,0,0,1,12.31,50.62,0.5
2022-05-15,P004,WH001,North,S002,91,1100,9,648,0,0,1,77.83,48.12,1.6
2022-05-15,P004,WH002,South,S002,86,514,5,288,0,0,1,79.15,51.8,1.6
2022-05-15,P004,WH003,East,S002,121,1424,9,777,0,0,1,82.37,52.13,1.6
2022-05-15,P005,WH001,North,S003,228,1803,8,1440,0,0,1,18.45,53.7,0.5
2022-05-15,P005,WH002,South,S003,213,2265,5,720,0,0,1,18.81,54.76,0.5
2022-05-15,P005,WH003,East,S003,240,1784,3,648,0,0,1,18.69,47.48,0.5
2022-05-15,P006,WH001,North,S003,153,1483,3,324,0,0,1,33.89,52.82,0.7
2022-05-15,P006,WH002,South,S003,100,933,3,259,0,0,1,36.17,54.83,0.7
2022-05-15,P006,WH003,East,S003,179,1368,6,777,0,0,1,34.03,52.86,0.7
2022-05-15,P007,WH001,North,S004,258,1774,10,2160,0,0,1,21.79,47.73,0.5
2022-05-15,P007,WH002,South,S004,207,2373,7,1209,0,0,1,22.34,52.16,0.5
2022-05-15,P007,WH003,East,S004,293,3377,8,2073,0,0,1,22.24,54.41,0.5
2022-05-15,P008,WH001,North,S004,78,561,8,432,0,0,1,98.95,52.0,1.9
2022-05-15,P008,WH002,South,S004,51,676,4,172,0,0,1,98.72,53.24,1.9
2022-05-15,P008,WH003,East,S004,78,887,8,518,0,0,1,93.58,48.9,1.9
2022-05-15,P009,WH001,North,S005,193,1594,6,792,0,0,1,28.69,53.14,0.56
2022-05-15,P009,WH002,South,S005,130,1214,6,633,0,0,1,28.89,49.57,0.56
2022-05-15,P009,WH003,East,S005,218,2251,7,1108,0,0,1,28.71,50.53,0.56
2022-05-15,P010,WH001,North,S005,109,854,5,450,0,0,1,55.23,54.84,1.1
2022-05-15,P010,WH002,South,S005,75,749,8,576,0,0,1,56.09,48.35,1.1
2022-05-15,P010,WH003,East,S005,162,1400,2,216,0,0,1,52.75,52.69,1.1
2022-05-16,P001,WH001,North,S001,189,1494,8,1152,0,0,0,24.33,49.09,0.5
2022-05-16,P001,WH002,South,S001,123,1974,7,806,0,0,0,24.3,49.9,0.5
2022-05-16,P001,WH003,East,S001,172,2807,7,1209,0,0,0,25.56,53.19,0.5
2022-05-16,P002,WH001,North,S001,119,1641,10,960,0,0,0,46.26,47.78,0.9
2022-05-16,P002,WH002,South,S001,86,1185,7,537,0,0,0,45.4,54.99,0.9
2022-05-16,P002,WH003,East,S001,123,1646,4,460,0,0,0,42.75,52.74,0.9
2022-05-16,P003,WH001,North,S002,208,3837,7,1680,0,0,0,12.2,46.53,0.5
2022-05-16,P003,WH002,South,S002,185,3190,4,768,0,0,0,11.51,47.4,0.5
2022-05-16,P003,WH003,East,S002,309,3915,5,1440,0,0,0,12.23,48.27,0.5
2022-05-16,P004,WH001,North,S002,75,804,8,576,0,0,0,77.07,52.46,1.6
2022-05-16,P004,WH002,South,S002,56,677,6,345,0,0,0,77.69,50.52,1.6
2022-05-16,P004,WH003,East,S002,100,993,4,345,0,0,0,79.78,45.6,1.6
2022-05-16,P005,WH001,North,S003,220,2602,7,1260,0,0,0,17.48,45.79,0.5
2022-05-16,P005,WH002,South,S003,141,1695,6,864,0,0,0,18.03,54.84,0.5
2022-05-16,P005,WH003,East,S003,255,3379,9,1944,0,0,0,18.46,47.16,0.5
2022-05-16,P006,WH001,North,S003,118,1617,6,648,0,0,0,35.22,47.83,0.7
2022-05-16,P006,WH002,South,S003,89,928,2,172,0,0,0,35.61,47.79,0.7
2022-05-16,P006,WH003,East,S003,146,1129,7,907,0,0,0,34.14,53.23,0.7
2022-05-16,P007,WH001,North,S004,256,2524,6,1296,0,0,0,21.25,46.97,0.5
2022-05-16,P007,WH002,South,S004,220,2953,6,1036,0,0,0,22.83,52.87,0.5
2022-05-16,P007,WH003,East,S004,292,2054,7,1814,0,0,0,21.77,54.3,0.5
2022-05-16,P008,WH001,North,S004,64,924,8,432,0,0,0,93.88,52.69,1.9
2022-05-16,P008,WH002,South,S004,34,398,8,345,0,0,0,92.36,47.49,1.9
2022-05-16,P008,WH003,East,S004,76,1054,7,453,0,0,0,91.01,45.55,1.9
2022-05-16,P009,WH001,North,S005,127,1077,5,660,0,0,0,28.25,48.88,0.56
2022-05-16,P009,WH002,South,S005,130,1110,11,1161,0,0,0,28.91,52.06,0.56
2022-05-16,P009,WH003,East,S005,156,1610,6,950,0,0,0,27.91,46.37,0.56
2022-05-16,P010,WH001,North,S005,95,845,4,360,0,0,0,52.4,52.39,1.1
2022-05-16,P010,WH002,South,S005,65,521,7,504,0,0,0,55.94,53.69,1.1
2022-05-16,P010,WH003,East,S005,119,1434,5,540,0,0,0,54.56,49.73,1.1
2022-05-17,P001,WH001,North,S001,144,1510,4,576,0,0,0,26.04,52.71,0.5
2022-05-17,P001,WH002,South,S001,129,1962,7,806,0,0,0,25.63,51.97,0.5
2022-05-17,P001,WH003,East,S001,216,2817,8,1382,0,0,0,25.85,53.84,0.5
2022-05-17,P002,WH001,North,S001,103,695,8,768,0,0,0,45.2,45.11,0.9
2022-05-17,P002,WH002,South,S001,66,863,2,153,0,0,0,44.37,54.18,0.9
2022-05-17,P002,WH003,East,S001,79,1716,6,691,0,0,0,44.23,52.08,0.9
2022-05-17,P003,WH001,North,S002,249,2039,6,1440,0,0,0,11.71,47.95,0.5
2022-05-17,P003,WH002,South,S002,217,2691,7,1344,0,0,0,12.34,54.27,0.5
2022-05-17,P003,WH003,East,S002,287,3009,10,2880,0,0,0,12.49,53.46,0.5
2022-05-17,P004,WH001,North,S002,75,1088,6,432,0,0,0,76.08,47.85,1.6
2022-05-17,P004,WH002,South,S002,62,808,9,518,0,0,0,80.33,54.15,1.6
2022-05-17,P004,WH003,East,S002,72,890,7,604,0,0,0,79.59,52.97,1.6
2022-05-17,P005,WH001,North,S003,136,2485,3,540,0,0,0,17.36,49.71,0.5
2022-05-17,P005,WH002,South,S003,171,1258,7,1008,0,0,0,18.17,51.9,0.5
2022-05-17,P005,WH003,East,S003,214,3589,7,1512,0,0,0,18.62,51.21,0.5
2022-05-17,P006,WH001,North,S003,127,1615,5,540,0,0,0,34.59,48.97,0.7
2022-05-17,P006,WH002,South,S003,85,1258,7,604,0,0,0,33.92,45.43,0.7
2022-05-17,P006,WH003,East,S003,127,2193,7,907,0,0,0,35.44,53.68,0.7
2022-05-17,P007,WH001,North,S004,250,1965,6,1296,0,0,0,22.13,49.13,0.5
2022-05-17,P007,WH002,South,S004,203,1852,3,518,0,0,0,22.33,52.75,0.5
2022-05-17,P007,WH003,East,S004,260,3496,6,1555,0,0,0,21.27,49.5,0.5
2022-05-17,P008,WH001,North,S004,49,448,4,216,0,0,0,97.5,50.47,1.9
2022-05-17,P008,WH002,South,S004,53,363,7,302,0,0,0,96.04,49.36,1.9
2022-05-17,P008,WH003,East,S004,79,934,9,583,0,0,0,91.15,51.51,1.9
2022-05-17,P009,WH001,North,S005,160,2253,8,1056,0,0,0,28.52,51.93,0.56
2022-05-17,P009,WH002,South,S005,128,1806,7,739,0,0,0,28.32,52.79,0.56
2022-05-17,P009,WH003,East,S005,174,2258,6,950,0,0,0,26.95,52.76,0.56
2022-05-17,P010,WH001,North,S005,81,1334,8,720,0,0,0,56.01,47.4,1.1
2022-05-17,P010,WH002,South,S005,69,993,7,504,0,0,0,57.58,54.26,1.1
2022-05-17,P010,WH003,East,S005,125,1154,5,540,0,0,0,56.58,54.0,1.1
2022-05-18,P001,WH001,North,S001,160,2162,5,720,1,0,0,25.46,49.1,0.5
2022-05-18,P001,WH002,South,S001,167,1894,7,806,1,0,0,25.56,49.28,0.5
2022-05-18,P001,WH003,East,S001,236,1778,6,1036,1,0,0,24.17,49.34,0.5
2022-05-18,P002,WH001,North,S001,168,1147,6,576,1,0,0,43.05,51.66,0.9
2022-05-18,P002,WH002,South,S001,119,641,7,537,1,0,0,43.29,52.97,0.9
2022-05-18,P002,WH003,East,S001,128,1500,5,576,1,0,0,45.62,48.02,0.9
2022-05-18,P003,WH001,North,S002,375,3208,6,1440,1,0,0,11.8,47.15,0.5
2022-05-18,P003,WH002,South,S002,257,2391,9,1728,1,0,0,11.82,51.49,0.5
2022-05-18,P003,WH003,East,S002,392,2661,3,864,1,0,0,11.47,47.84,0.5
2022-05-18,P004,WH001,North,S002,87,1206,4,288,1,0,0,82.3,50.9,1.6
2022-05-18,P004,WH002,South,S002,85,516,9,518,1,0,0,80.31,49.05,1.6
2022-05-18,P004,WH003,East,S002,144,1449,8,691,1,0,0,78.21,53.07,1.6
2022-05-18,P005,WH001,North,S003,282,2578,8,1440,1,0,0,18.73,53.2,0.5
2022-05-18,P005,WH002,South,S003,186,1108,8,1152,1,0,0,18.58,49.01,0.5
2022-05-18,P005,WH003,East,S003,316,1533,5,1080,1,0,0,17.73,46.1,0.5
2022-05-18,P006,WH001,North,S003,158,1024,8,864,1,0,0,33.89,50.23,0.7
2022-05-18,P006,WH002,South,S003,123,1246,3,259,1,0,0,34.29,45.95,0.7
2022-05-18,P006,WH003,East,S003,178,2135,8,1036,1,0,0,35.09,54.91,0.7
2022-05-18,P007,WH001,North,S004,336,1863,5,1080,1,0,0,22.63,47.52,0.5
2022-05-18,P007,WH002,South,S004,202,2360,6,1036,1,0,0,21.18,52.33,0.5
2022-05-18,P007,WH003,East,S004,323,2831,5,1296,1,0,0,22.47,52.63,0.5
2022-05-18,P008,WH001,North,S004,72,530,5,270,1,0,0,94.15,46.46,1.9
2022-05-18,P008,WH002,South,S004,61,645,6,259,1,0,0,91.1,50.74,1.9
2022-05-18,P008,WH003,East,S004,97,1002,5,324,1,0,0,93.32,50.4,1.9
2022-05-18,P009,WH001,North,S005,223,1451,2,264,1,0,0,28.68,54.3,0.56
2022-05-18,P009,WH002,South,S005,156,1472,4,422,1,0,0,27.6,46.4,0.56
2022-05-18,P009,WH003,East,S005,225,1464,8,1267,1,0,0,28.05,46.23,0.56
2022-05-18,P010,WH001,North,S005,96,1213,8,720,1,0,0,53.05,45.69,1.1
2022-05-18,P010,WH002,South,S005,92,1146,7,504,1,0,0,55.96,46.42,1.1
2022-05-18,P010,WH003,East,S005,124,1598,3,324,1,0,0,56.24,49.99,1.1
2022-05-19,P001,WH001,North,S001,182,1899,8,1152,0,0,0,25.72,51.16,0.5
2022-05-19,P001,WH002,South,S001,122,1492,8,921,0,0,0,24.65,45.86,0.5
